,TimeFrame,R2,MSE
0,6 Month,0.9560742466273003,1.5900139722665358
1,12 Month,0.9757855756300671,1.2380781105889913
2,18 Month,0.9750224693453762,1.3014537892336806
3,24 Month,0.9480475501827365,2.071407563577482
4,30 Month,0.9208879858300358,3.2143678800347573
5,36 Month,0.9132372056330764,4.489166658285879
